Frame,q0,qx,qy,qz,X,Y,Z,err
106966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
106974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
106990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
106998,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107318,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107374,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107606,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107774,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107878,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107910,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
107998,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108126,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108454,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108742,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108798,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108830,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108854,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108878,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108910,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108934,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108966,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
108998,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109022,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109054,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109086,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109110,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109142,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109166,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109198,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109222,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109254,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109278,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109310,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109334,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109366,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109398,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109422,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109478,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109510,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109534,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109566,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109590,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109622,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109646,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109678,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109702,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109726,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109734,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109750,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109758,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109766,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109782,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109790,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109806,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109814,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109822,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109838,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109846,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109862,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109870,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109886,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109894,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109902,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109918,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109926,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109942,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109950,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109958,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109974,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109982,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
109990,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110006,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110014,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110030,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110038,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110046,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110062,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110070,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110078,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110094,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110102,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110118,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110126,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110134,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110150,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110158,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110174,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110182,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110190,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110206,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110214,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110230,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110238,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110246,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110262,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110270,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110286,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110294,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110302,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110318,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110326,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110342,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110350,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110358,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110374,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110382,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110390,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110406,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110414,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110430,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110438,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110446,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110462,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110470,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110486,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110494,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110502,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110518,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110526,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110542,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110550,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110558,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110574,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110582,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110598,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110614,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110630,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110638,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110654,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110662,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110670,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110686,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110694,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110710,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
110718,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,0.000
